Entry Dates,Exit Date,Entry Prices,Exit Price,Trade Type,Quantities,Total Quantity,ATR Values,PnL,Txn Fee,Volume,Daily unrealized
"['2020-05-18 00:00:00', '2020-05-18 00:00:00']",2020-05-18 08:00:00,"[246.1, 251.5004882817972]",245.58822260747522,1,"[10.2871, 10.2871]",20.5742,"[5.40048828179722, 5.40048828179722]",-66.08477343295877,5.085823596287197,10171.647192574394,"[108.6267529963249, 41.349118996324684]"
['2020-05-20 12:00:00'],2020-05-21 00:00:00,[236.91],242.12599701343154,2,[11.1143],11.1143,[4.998577942477394],-57.972155606382245,2.6620748908031913,5324.149781606382,"[18.338595000000062, -19.227738999999886, -23.562316000000052]"
"['2020-05-21 08:00:00', '2020-05-21 12:00:00', '2020-05-21 12:00:00']",2020-05-21 20:00:00,"[234.38, 229.25123831060912, 224.12247662121825]",229.85398404589353,2,"[10.9902, 10.8322, 10.8322]",32.6546,"[5.055012304621978, 5.128761689390879, 5.128761689390879]",-18.872076540493726,7.496353869154788,14992.707738309577,"[126.8269079999999, 287.88471488454076, 90.3243848845413]"
"['2020-05-28 12:00:00', '2020-05-28 20:00:00', '2020-05-29 00:00:00']",2020-05-29 08:00:00,"[234.57, 238.54148296552074, 242.56689178276545]",238.5799103252021,1,"[14.1262, 13.9886, 13.8012]",41.916000000000004,"[3.9328066099952976, 3.9714829655207553, 4.025408817244719]",2.157211707386193,9.99923691533748,19998.473830674957,"[51.70189199999995, 92.10282400000015, 212.37855738851766, 115.75333051621494, 109.04677051621509]"
"['2020-05-30 08:00:00', '2020-05-30 16:00:00']",2020-05-30 20:00:00,"[244.1, 248.22274545899825]",244.0421372729499,1,"[13.8497, 13.4754]",27.3251,"[4.011324608308318, 4.122745458998255]",-57.13674896110171,6.6970441796776345,13394.088359355268,"[33.23928000000008, 65.09359000000023, 219.06161084181508]"
"['2020-06-01 20:00:00', '2020-06-02 00:00:00', '2020-06-02 08:00:00']",2020-06-02 12:00:00,"[254.15, 259.2051038237295, 264.5155850246453]",259.03112788377524,1,"[11.8174, 10.99, 10.4615]",33.2689,"[4.701161919715242, 5.05510382372948, 5.3104812009158575]",-1.605403305582732,8.618483392105322,17236.966784210643,"[119.35573999999993, 149.0267869772137, 303.6609589772131, 612.8336562418872]"
['2020-06-07 12:00:00'],2020-06-07 16:00:00,[247.21],252.5204431410636,2,[10.8208],10.8208,[5.134150674803762],-57.463243140820865,2.703741589570411,5407.483179140821,[10.496175999999988]
['2020-06-10 04:00:00'],2020-06-10 12:00:00,[257.34],253.09897267062672,1,[13.3962],13.3962,[4.147121694596416],-56.813650309749974,3.418971282845125,6837.9425656902495,"[-35.36596799999982, -32.68672799999959]"
"['2020-06-11 12:00:00', '2020-06-11 12:00:00', '2020-06-11 16:00:00']",2020-06-17 04:00:00,"[249.48, 245.5502449503837, 241.31097765324822]",241.49,2,"[14.1372, 14.1372, 13.105]",41.379400000000004,"[3.9297550496162885, 3.9297550496162885, 4.239267297135474]",168.01063505838016,10.076716623529192,20153.433247058383,"[477.9821949125647, 492.8389250583811, 516.01138905838, 355.873111058381, 270.63154705838093, 266.49360705838, 294.6315990583803, 247.04528905838004, 309.9419770583805, 339.7351450583804, 283.8729550583806, 292.562629058381, 266.07981305838035, 270.63154705838093, 258.6315210583801, 314.49371105838105, 310.35577105838007, 428.7008550583807, 381.9421330583808, 436.14914705838095, 584.7011930583811, 883.460461058381, 750.2187930583812, 787.4602530583802, 602.0805410583806, 446.49399705838096, 449.39055505838064, 393.52836505838087, 377.8041930583811, 519.3217410583806, 429.5284430583811, 415.45944705838093, 439.8732930583811, 385.25248505838016]"
['2020-06-17 12:00:00'],2020-06-17 16:00:00,[241.83],238.03230270052165,1,[14.8662],14.8662,[3.737049788924574],-56.45732759350516,3.566864482203248,7133.728964406495,[-28.840428000000387]
['2020-06-19 00:00:00'],2020-06-19 08:00:00,[231.0],234.65141070774612,2,[15.4855],15.4855,[3.5875741914084345],-56.54392051480259,3.6054224602574014,7210.844920514803,"[-1.548549999999912, -27.873900000000177]"
['2020-06-20 08:00:00'],2020-06-20 20:00:00,[230.42],233.8512546576513,2,[16.5245],16.5245,[3.3620057240429597],-56.69976759035928,3.8359251737951796,7671.850347590359,"[21.647094999999567, 32.55326499999998, 0.4957350000000188]"
"['2020-06-22 04:00:00', '2020-06-22 16:00:00', '2020-06-22 20:00:00']",2020-06-23 00:00:00,"[237.19, 240.23160197065693, 243.40762384278102]",240.19640306426314,1,"[17.2921, 18.2652, 17.4922]",53.049499999999995,"[3.2127738395182135, 3.041601970656929, 3.1760218721240823]",-4.827208739509502,12.744712688727382,25489.42537745476,"[-3.285498999999961, 22.998493000000217, 101.15878499999991, 189.43432868555792, 117.37745690286319]"
['2020-06-23 16:00:00'],2020-06-23 20:00:00,[244.08],240.96028064735395,1,[17.9229],17.9229,[3.09970458173268],-55.91441798554003,4.346664223007229,8693.32844601446,[-21.328251000000467]
['2020-06-24 04:00:00'],2020-06-24 08:00:00,[244.8],239.91,1,[17.9164],17.9164,[3.100821715763056],-87.61119600000026,4.342129122,8684.258244,[-68.97814000000041]
['2020-06-24 12:00:00'],2020-06-24 20:00:00,[229.7],233.4052747926247,2,[15.8235],15.8235,[3.5109415984761583],-58.63041568109727,3.663973157840548,7327.946315681096,"[-16.931145000000342, -31.647]"
['2020-06-25 00:00:00'],2020-06-25 08:00:00,[229.44],233.20806622532663,2,[15.3787],15.3787,[3.612511052993495],-57.94796005943072,3.5574629080297155,7114.925816059431,"[8.458285000000174, -27.06651199999986]"
"['2020-06-27 12:00:00', '2020-06-27 16:00:00', '2020-06-27 16:00:00']",2020-06-28 16:00:00,"[226.23, 222.93415747015305, 219.63831494030612]",224.21967193927358,2,"[17.004, 16.8563, 16.8563]",50.7166,"[3.267202662996779, 3.29584252984694, 3.29584252984694]",-64.7101271829398,11.339304350283893,22678.608700567784,"[382.59000000000003, 741.667174692423, 485.04117869242293, 473.883526692423, 335.4272086924221, 281.6676126924234, 30.113276692423007]"
['2020-07-02 16:00:00'],2020-07-02 20:00:00,[218.31],221.9330575885714,2,[15.2777],15.2777,[3.6363764090225104],-55.35198692091704,3.3629506804604583,6725.901360920917,[-2.444431999999948]
['2020-07-05 20:00:00'],2020-07-06 00:00:00,[217.12],222.3,2,[18.2576],18.2576,[3.042867359027411],-94.57436800000012,4.011377296,8022.754592000001,[-83.9849599999999]
"['2020-07-06 04:00:00', '2020-07-06 08:00:00', '2020-07-06 12:00:00']",2020-07-10 04:00:00,"[226.73, 230.13950340194611, 233.57453163379495]",232.9,1,"[17.1802, 16.2943, 16.1732]",49.6477,"[3.2336877915222386, 3.4095034019461266, 3.435028231848821]",140.0728586979776,11.492912900651012,22985.825801302024,"[66.14377000000039, 417.4392137176697, 571.014894697978, 678.7504036979774, 712.0143626979767, 511.4376546979771, 437.95905869797764, 431.00838069797686, 459.8040466979775, 406.18453069797687, 685.7010816979766, 696.623575697978, 746.7677526979776, 838.6159976979773, 726.4121956979777, 736.3417356979771, 664.3525706979777, 777.5493266979778, 708.5390236979771, 740.8100286979774, 388.3113586979776, 412.14225469797714, 401.71623769797674, 343.6284286979773]"
['2020-07-12 12:00:00'],2020-07-12 20:00:00,[232.36],235.92281966407123,2,[16.3027],16.3027,[3.4077503203005177],-58.08358013745377,3.8171371620687276,7634.274324137456,"[-12.553078999999705, -43.202154999999635]"
"['2020-07-13 16:00:00', '2020-07-13 16:00:00', '2020-07-13 16:00:00']",2020-07-13 20:00:00,"[231.83, 228.60358828206654, 225.37717656413307]",229.09326769616985,2,"[17.219, 17.219, 17.219]",51.657000000000004,"[3.2264117179334604, 3.2264117179334604, 3.2264117179334604]",-25.29536949433453,11.82162324463388,23643.24648926776,[65.78974988671058]
